,Dir(DegT),Speed(m/s)
2013-04-04,264.0,2.08
2013-04-05,148.8,2.46
2013-04-06,163.4,1.78
2013-04-07,146.6,0.6
2013-04-08,135.8,0.9800000000000001
2013-04-09,105.0,0.6799999999999999
2013-04-10,135.2,0.8800000000000001
2013-04-11,113.2,0.86
2013-04-12,319.8,2.1
2013-04-13,70.8,0.78
2013-04-14,141.0,0.6799999999999999
2013-04-15,94.0,1.94
2013-04-16,61.6,7.88
2013-04-17,331.2,4.62
2013-04-18,243.6,4.4799999999999995
2013-04-19,74.2,1.28
2013-04-20,40.4,3.6199999999999997
2013-04-21,60.2,2.02
2013-04-22,39.4,4.06
2013-04-23,347.2,2.38
2013-04-24,305.6,2.4200000000000004
2013-04-25,293.0,3.8200000000000003
2013-04-26,255.0,4.62
2013-04-27,257.6,8.580000000000002
2013-04-28,221.4,2.96
2013-04-29,234.4,1.94
2013-04-30,265.2,2.9400000000000004
2013-05-01,175.2,2.5599999999999996
2013-05-02,91.2,1.64
2013-05-03,77.8,1.34
2013-05-04,80.2,2.44
2013-05-05,38.4,2.5599999999999996
2013-05-06,331.6,7.300000000000002
2013-05-07,155.0,1.16
2013-05-08,121.8,0.82
2013-05-09,156.2,1.2
2013-05-10,82.6,1.78
2013-05-11,147.0,1.7399999999999998
2013-05-12,190.4,1.9400000000000002
2013-05-13,93.8,0.86
2013-05-14,200.0,0.9199999999999999
2013-05-15,183.8,1.3399999999999999
2013-05-16,136.4,0.82
2013-05-17,41.2,5.339999999999999
2013-05-18,147.2,1.2
2013-05-19,211.8,2.8400000000000003
2013-05-20,159.6,0.8200000000000001
2013-05-21,119.2,2.04
2013-05-22,143.0,1.7599999999999998
2013-05-23,295.2,5.619999999999999
2013-05-24,155.0,0.8200000000000001
2013-05-25,101.0,1.4200000000000002
2013-05-26,261.0,5.04
2013-05-27,246.6,3.54
2013-05-28,225.2,7.1800000000000015
2013-05-29,128.8,1.48
2013-05-30,77.0,1.3
2013-05-31,57.8,0.9800000000000001
2013-06-01,271.8,1.9400000000000002
2013-06-02,336.8,1.5
2013-06-03,214.0,1.2200000000000002
2013-06-04,44.6,5.659999999999999
2013-06-05,100.4,1.64
2013-06-06,177.8,1.9799999999999998
2013-06-07,165.4,0.64
2013-06-08,144.8,0.8
2013-06-09,44.6,3.84
2013-06-10,157.6,1.34
2013-06-11,183.0,0.96
2013-06-12,218.6,4.819999999999999
2013-06-13,214.6,4.74
2013-06-14,284.4,2.5799999999999996
2013-06-15,55.6,2.8600000000000003
2013-06-16,38.6,6.839999999999999
2013-06-17,21.2,3.88
2013-06-18,341.0,2.9
2013-06-19,325.2,2.36
2013-06-20,264.2,9.72
2013-06-21,208.4,8.7
2013-06-22,231.0,7.0600000000000005
2013-06-23,289.2,2.16
2013-06-24,111.4,1.02
2013-06-25,226.4,3.2400000000000007
2013-06-26,269.2,1.26
2013-06-27,126.2,3.16
2013-06-28,161.6,1.5
2013-06-29,189.6,0.52
2013-06-30,331.2,1.7399999999999998
2013-07-01,276.0,1.3599999999999999
2013-07-02,342.6,1.7800000000000005
2013-07-03,100.2,1.7
2013-07-04,148.6,1.98
2013-07-05,197.8,1.2799999999999998
2013-07-06,314.8,1.3800000000000001
2013-07-07,219.4,1.16
2013-07-08,249.2,4.84
2013-07-09,228.6,1.12
2013-07-10,242.4,4.8
2013-07-11,155.6,1.42
2013-07-12,96.2,0.9400000000000001
2013-07-13,160.2,1.1199999999999999
2013-07-14,207.6,5.799999999999999
2013-07-15,182.8,3.84
2013-07-16,165.8,1.06
2013-07-17,115.0,1.02
2013-07-18,237.8,3.2800000000000002
2013-07-19,237.2,2.1
2013-07-20,57.2,0.78
2013-07-21,166.8,0.58
2013-07-22,231.6,0.6199999999999999
2013-07-23,229.6,1.1
2013-07-24,142.6,1.6600000000000001
2013-07-25,305.4,2.7399999999999998
2013-07-26,234.8,4.9
2013-07-27,264.4,2.34
2013-07-28,88.4,0.76
2013-07-29,166.4,0.8800000000000001
2013-07-30,201.0,0.86
2013-07-31,114.8,1.0
2013-08-01,82.0,3.54
2013-08-02,82.8,4.659999999999999
2013-08-03,160.6,2.04
2013-08-04,217.6,1.0
2013-08-05,306.6,1.1
2013-08-06,305.8,1.8399999999999999
2013-08-07,345.2,1.8
2013-08-08,89.8,1.06
2013-08-09,115.2,0.9200000000000002
2013-08-10,165.8,1.7399999999999998
2013-08-11,227.4,4.9399999999999995
2013-08-12,253.6,9.18
2013-08-13,248.6,6.76
2013-08-14,248.0,5.26
2013-08-15,237.6,6.460000000000001
2013-08-16,49.0,3.18
2013-08-17,88.4,2.8600000000000003
2013-08-18,201.6,4.4
2013-08-19,199.4,0.8
2013-08-20,92.8,0.54
2013-08-21,54.0,4.9399999999999995
2013-08-22,99.8,1.8399999999999999
2013-08-23,80.2,1.1400000000000001
2013-08-24,111.2,1.08
2013-08-25,44.0,4.62
2013-08-26,157.0,1.04
2013-08-27,233.6,4.8
2013-08-28,343.6,1.58
2013-08-29,307.2,1.9
2013-08-30,155.6,3.0200000000000005
2013-08-31,143.6,2.68
2013-09-01,133.0,3.3
2013-09-02,240.8,0.76
2013-09-03,177.4,0.64
2013-09-04,238.4,3.6800000000000006
2013-09-05,153.6,2.4
2013-09-06,158.4,1.5799999999999998
2013-09-07,249.6,6.28
2013-09-08,241.6,7.56
2013-09-09,237.6,6.94
2013-09-10,302.0,2.4
2013-09-11,339.6,3.0
2013-09-12,281.6,4.18
2013-09-13,201.6,1.9600000000000002
2013-09-14,214.6,7.38
2013-09-15,245.8,7.4
2013-09-16,98.8,1.06
2013-09-17,144.0,3.1799999999999997
2013-09-18,100.0,1.1400000000000001
2013-09-19,40.6,4.66
2013-09-20,28.8,4.38
2013-09-21,29.8,5.32
2013-09-22,28.4,4.0
2013-09-23,345.0,2.44
2013-09-24,133.4,1.78
2013-09-25,53.6,8.6
2013-09-26,238.4,12.66
2013-09-27,252.0,4.9399999999999995
2013-09-28,266.4,9.0
2013-09-29,251.6,7.88
2013-09-30,300.8,6.38
2013-10-01,208.6,5.779999999999999
2013-10-02,211.2,0.5599999999999999
2013-10-03,137.8,1.1800000000000002
2013-10-04,149.2,1.06
2013-10-05,167.4,1.9200000000000004
2013-10-06,107.0,1.4000000000000001
2013-10-07,221.8,2.9400000000000004
2013-10-08,26.8,2.9400000000000004
2013-10-09,269.4,13.24
2013-10-10,242.4,3.8
2013-10-11,287.2,9.040000000000001
2013-10-12,252.6,12.419999999999998
2013-10-13,246.8,11.64
2013-10-14,340.8,3.3
2013-10-15,21.0,7.26
2013-10-16,258.6,7.1
2013-10-17,249.4,6.840000000000001
2013-10-18,323.0,2.0200000000000005
2013-10-19,258.6,5.08
2013-10-20,193.0,2.56
2013-10-21,213.8,3.4599999999999995
2013-10-22,286.4,3.5800000000000005
2013-10-23,285.4,5.6
2013-10-24,299.0,3.8600000000000003
2013-10-25,328.2,4.56
2013-10-26,240.4,3.0999999999999996
2013-10-27,333.6,2.7
2013-10-28,227.8,6.640000000000001
2013-10-29,203.8,2.6599999999999997
2013-10-30,256.4,5.06
2013-10-31,15.8,3.4
2013-11-01,232.0,6.0200000000000005
2013-11-02,219.6,7.44
2013-11-03,221.4,2.74
2013-11-04,135.0,0.82
2013-11-05,39.2,5.640000000000001
2013-11-06,219.0,1.02
2013-11-07,129.4,1.8199999999999998
2013-11-08,142.4,1.2
2013-11-09,224.6,6.0200000000000005
2013-11-10,221.4,5.9
2013-11-11,222.0,8.04
2013-11-12,91.2,1.42
2013-11-13,150.8,1.5
2013-11-14,207.6,0.8
2013-11-15,100.6,0.86
2013-11-16,261.2,1.8399999999999999
2013-11-17,180.8,1.44
2013-11-18,168.0,1.6199999999999999
2013-11-19,183.0,1.4400000000000002
2013-11-20,80.0,2.7
2013-11-21,95.0,2.54
2013-11-22,164.4,1.08
2013-11-23,143.0,1.3199999999999998
2013-11-24,219.6,3.5
2013-11-25,237.0,2.86
2013-11-26,27.2,3.3599999999999994
2013-11-27,80.4,2.1
2013-11-28,238.2,6.220000000000001
2013-11-29,235.6,8.0
2013-11-30,318.0,5.3
2013-12-01,222.6,6.880000000000001
2013-12-02,143.4,2.0599999999999996
2013-12-03,100.8,3.22
2013-12-04,67.4,4.9799999999999995
2013-12-05,52.0,6.5200000000000005
2013-12-06,331.8,2.68
2013-12-07,21.6,3.38
2013-12-08,177.25,3.1
2013-12-09,269.2,3.1399999999999997
2013-12-10,224.8,4.8
2013-12-11,195.2,2.64
2013-12-12,117.2,1.58
2013-12-13,178.6,1.28
2013-12-14,106.4,1.22
2013-12-15,222.4,1.54
2013-12-16,176.0,1.2
2013-12-17,201.0,1.8800000000000001
2013-12-18,220.2,5.58
2013-12-19,223.2,8.0
2013-12-20,153.4,2.12
2013-12-21,224.4,5.2
2013-12-22,218.4,8.84
2013-12-23,190.4,2.96
2013-12-24,288.2,3.22
2013-12-25,269.2,8.319999999999999
2013-12-26,275.6,4.26
2013-12-27,217.8,1.3199999999999998
2013-12-28,65.6,1.56
2013-12-29,63.8,3.4799999999999995
2013-12-30,147.6,3.08
2013-12-31,241.6,5.9799999999999995
2014-01-01,143.2,0.8400000000000001
2014-01-02,224.8,2.54
2014-01-03,278.6,3.04
2014-01-04,304.4,4.6800000000000015
2014-01-05,88.4,3.46
2014-01-06,224.2,6.62
2014-01-07,58.4,2.78
2014-01-08,270.0,4.12
2014-01-09,253.6,6.06
2014-01-10,170.6,1.56
2014-01-11,167.2,2.7399999999999998
2014-01-12,249.0,2.46
2014-01-13,287.6,5.02
2014-01-14,224.6,8.16
2014-01-15,165.0,1.98
2014-01-16,242.4,4.9
2014-01-17,258.0,10.3
2014-01-18,204.4,4.840000000000001
2014-01-19,162.2,1.02
2014-01-20,78.0,0.7
2014-01-21,108.2,4.359999999999999
2014-01-22,288.6,3.12
2014-01-23,239.0,8.32
2014-01-24,218.8,7.0200000000000005
2014-01-25,93.8,1.3399999999999999
2014-01-26,44.6,6.4799999999999995
2014-01-27,194.2,4.640000000000001
2014-01-28,163.4,2.76
2014-01-29,153.6,1.3199999999999998
2014-01-30,211.2,5.46
2014-01-31,154.4,1.64
2014-02-01,162.2,2.4
2014-02-02,199.4,1.7600000000000002
2014-02-03,72.2,2.2
2014-02-04,268.2,1.5
2014-02-05,215.2,1.26
2014-02-06,104.0,1.9799999999999998
2014-02-07,60.4,7.08
2014-02-08,213.8,6.3
2014-02-09,206.0,5.9799999999999995
2014-02-10,194.4,2.38
2014-02-11,214.4,5.0600000000000005
2014-02-12,326.4,2.58
2014-02-13,262.4,6.0600000000000005
2014-02-14,250.4,4.08
2014-02-15,232.6,1.64
2014-02-16,146.6,1.1800000000000002
2014-02-17,92.0,1.9
2014-02-18,78.6,3.1399999999999997
2014-02-19,115.0,2.4199999999999995
2014-02-20,116.8,2.1399999999999997
2014-02-21,111.6,1.8
2014-02-22,114.0,1.2399999999999998
2014-02-23,217.0,6.0600000000000005
2014-02-24,164.4,2.92
2014-02-25,153.8,2.1
2014-02-26,132.8,1.0
2014-02-27,146.0,1.0799999999999998
2014-02-28,169.0,1.1
2014-03-01,208.6,5.84
2014-03-02,131.4,1.0399999999999998
2014-03-03,291.2,3.54
2014-03-04,234.6,4.279999999999999
2014-03-05,244.4,10.58
2014-03-06,182.4,1.58
2014-03-07,96.8,0.9200000000000002
2014-03-08,170.2,0.8400000000000001
2014-03-09,186.6,2.2600000000000002
2014-03-10,146.8,0.5800000000000001
2014-03-11,108.6,0.62
2014-03-12,113.8,1.34
2014-03-13,116.2,1.2
2014-03-14,111.8,1.28
2014-03-15,91.2,4.640000000000001
2014-03-16,34.2,8.620000000000001
2014-03-17,310.2,1.8800000000000001
2014-03-18,209.2,1.4200000000000002
2014-03-19,197.0,2.48
2014-03-20,146.8,1.36
2014-03-21,139.0,1.58
2014-03-22,163.2,1.52
2014-03-23,179.4,0.9400000000000001
2014-03-24,91.8,0.54
2014-03-25,241.6,2.42
2014-03-26,217.6,8.6
2014-03-27,222.4,6.839999999999999
2014-03-28,115.6,0.9800000000000001
2014-03-29,103.6,0.82
2014-03-30,112.2,0.64
2014-03-31,80.2,0.6599999999999999
2014-04-01,142.2,0.68
2014-04-02,150.0,0.68
2014-04-03,136.2,0.7
2014-04-04,163.4,0.76
2014-04-05,192.8,2.54
2014-04-06,216.2,4.26
2014-04-07,210.8,3.5200000000000005
2014-04-08,248.2,1.5400000000000003
2014-04-09,327.2,1.1600000000000001
2014-04-10,86.0,1.16
2014-04-11,89.8,0.96
2014-04-12,298.8,3.4199999999999995
2014-04-13,86.6,0.72
2014-04-14,69.4,3.5
2014-04-15,57.4,6.5200000000000005
2014-04-16,40.4,6.44
2014-04-17,60.4,10.500000000000002
2014-04-18,39.0,5.24
2014-04-19,280.4,2.62
2014-04-20,280.6,1.9600000000000002
2014-04-21,269.8,5.52
2014-04-22,227.6,5.88
2014-04-23,120.0,0.8400000000000001
2014-04-24,153.2,1.2
2014-04-25,334.0,1.4999999999999998
2014-04-26,199.0,1.8799999999999997
2014-04-27,81.2,0.9199999999999999
2014-04-28,259.2,6.36
2014-04-29,273.6,8.0
2014-04-30,142.2,1.1199999999999999
2014-05-01,80.4,0.62
2014-05-02,57.2,0.6599999999999999
2014-05-03,58.6,0.8800000000000001
2014-05-04,117.6,0.5799999999999998
2014-05-05,35.6,6.06
2014-05-06,272.8,1.7
2014-05-07,218.6,1.8199999999999998
2014-05-08,151.6,1.48
2014-05-09,211.0,1.7400000000000002
2014-05-10,177.6,1.2
2014-05-11,99.4,0.52
2014-05-12,59.4,0.72
2014-05-13,329.4,1.7599999999999998
2014-05-14,210.8,2.34
2014-05-15,229.2,4.46
2014-05-16,210.8,0.78
2014-05-17,107.0,0.9400000000000001
2014-05-18,119.2,0.8400000000000001
2014-05-19,83.2,0.5399999999999999
2014-05-20,69.0,0.4600000000000001
2014-05-21,313.0,2.04
2014-05-22,209.2,4.9799999999999995
2014-05-23,268.0,5.1
2014-05-24,299.8,6.040000000000001
2014-05-25,283.0,4.74
2014-05-26,251.6,9.4
2014-05-27,137.0,1.1400000000000001
2014-05-28,63.8,0.45999999999999996
2014-05-29,277.4,2.0
2014-05-30,269.2,2.3
2014-05-31,170.6,1.42
2014-06-01,166.4,1.3599999999999999
2014-06-02,181.8,2.02
2014-06-03,225.6,1.7399999999999998
2014-06-04,129.6,0.8400000000000001
2014-06-05,221.0,0.9800000000000001
2014-06-06,111.8,0.36
2014-06-07,60.4,1.7200000000000002
2014-06-08,60.2,2.1
2014-06-09,55.2,4.08
2014-06-10,59.0,5.7
2014-06-11,168.8,5.9399999999999995
2014-06-12,169.4,1.3599999999999999
2014-06-13,191.2,2.5200000000000005
2014-06-14,200.4,0.6799999999999999
2014-06-15,105.2,0.9
2014-06-16,63.2,2.62
2014-06-17,274.0,1.4200000000000002
2014-06-18,285.8,3.900000000000001
2014-06-19,295.4,3.7199999999999998
2014-06-20,224.8,7.7
2014-06-21,336.6,2.0
2014-06-22,312.4,2.96
2014-06-23,84.0,0.64
2014-06-24,63.4,2.12
2014-06-25,39.8,6.180000000000001
2014-06-26,282.4,1.6599999999999997
2014-06-27,313.2,2.4400000000000004
2014-06-28,238.6,11.5
2014-06-29,132.0,0.74
2014-06-30,27.4,5.34
2014-07-01,208.0,1.64
2014-07-02,265.2,7.739999999999999
2014-07-03,223.0,8.0
2014-07-04,155.2,1.9000000000000004
2014-07-05,260.6,9.379999999999999
2014-07-06,126.8,1.1400000000000001
2014-07-07,65.2,3.28
2014-07-08,74.0,5.5
2014-07-09,74.2,8.34
2014-07-10,67.6,7.88
2014-07-11,56.0,8.879999999999999
2014-07-12,36.0,6.94
2014-07-13,23.4,1.52
2014-07-14,163.6,0.96
2014-07-15,181.8,1.34
2014-07-16,136.4,0.54
2014-07-17,165.6,1.22
2014-07-18,125.6,1.1600000000000001
2014-07-19,102.0,0.7
2014-07-20,157.8,2.5
2014-07-21,210.6,3.8600000000000003
2014-07-22,195.2,2.68
2014-07-23,226.4,5.2
2014-07-24,121.4,0.8799999999999999
2014-07-25,235.0,6.980000000000001
2014-07-26,163.6,0.78
2014-07-27,205.6,3.5200000000000005
2014-07-28,77.2,0.6
2014-07-29,98.0,1.16
2014-07-30,51.4,2.46
2014-07-31,147.2,1.7600000000000002
2014-08-01,57.4,2.04
2014-08-02,24.0,5.380000000000001
2014-08-03,179.4,3.7199999999999998
2014-08-04,67.8,0.8400000000000001
2014-08-05,211.8,5.180000000000001
2014-08-06,258.6,6.82
2014-08-07,249.0,7.0
2014-08-08,238.2,6.68
2014-08-09,159.2,1.6400000000000001
2014-08-10,284.8,1.8199999999999998
2014-08-11,280.6,2.06
2014-08-12,316.2,4.2
2014-08-13,242.8,7.959999999999999
2014-08-14,240.6,12.66
2014-08-15,210.4,7.44
2014-08-16,213.0,4.880000000000001
2014-08-17,159.6,1.28
2014-08-18,232.0,0.9
2014-08-19,70.0,2.1800000000000006
2014-08-20,199.0,1.5400000000000003
2014-08-21,211.4,5.42
2014-08-22,176.8,1.9
2014-08-23,196.6,3.3
2014-08-24,211.8,1.02
2014-08-25,190.4,0.6799999999999999
2014-08-26,98.2,0.9400000000000001
2014-08-27,96.2,0.9199999999999999
2014-08-28,121.0,2.3200000000000003
2014-08-29,105.0,2.6799999999999997
2014-08-30,79.4,4.959999999999999
2014-08-31,99.2,2.9
2014-09-01,171.8,3.34
2014-09-02,217.6,4.699999999999999
2014-09-03,227.4,1.24
2014-09-04,60.4,2.72
2014-09-05,62.0,4.18
2014-09-06,84.0,2.06
2014-09-07,178.6,2.1799999999999997
2014-09-08,224.4,5.619999999999999
2014-09-09,107.6,0.62
2014-09-10,57.8,2.76
2014-09-11,101.8,0.8
2014-09-12,61.4,3.7600000000000002
2014-09-13,37.0,2.9800000000000004
2014-09-14,242.0,14.1
2014-09-15,239.6,4.64
2014-09-16,323.6,4.14
2014-09-17,262.8,5.959999999999999
2014-09-18,32.8,1.0599999999999998
2014-09-19,331.2,2.8200000000000003
2014-09-20,266.4,4.0200000000000005
2014-09-21,270.8,2.32
2014-09-22,251.2,14.060000000000002
2014-09-23,244.4,1.4
2014-09-24,228.0,8.42
2014-09-25,220.4,3.9200000000000004
2014-09-26,261.2,3.5599999999999996
2014-09-27,104.0,1.6199999999999999
2014-09-28,320.4,4.72
2014-09-29,109.2,4.82
2014-09-30,183.0,2.2600000000000002
2014-10-01,199.2,3.6799999999999997
2014-10-02,275.6,4.46
2014-10-03,284.8,7.540000000000001
2014-10-04,258.6,12.7
2014-10-05,233.6,9.540000000000001
2014-10-06,287.6,8.64
2014-10-07,223.8,12.28
2014-10-08,83.8,1.8599999999999999
2014-10-09,242.2,3.28
2014-10-10,139.6,1.6
2014-10-11,171.6,2.0
2014-10-12,211.2,5.140000000000001
2014-10-13,207.6,2.4
2014-10-14,159.6,1.1600000000000001
2014-10-15,180.4,2.32
2014-10-16,55.8,1.6600000000000001
2014-10-17,25.6,4.0
2014-10-18,22.4,3.7
2014-10-19,210.2,3.38
2014-10-20,231.2,5.9799999999999995
2014-10-21,216.4,3.44
2014-10-22,52.8,2.1399999999999997
2014-10-23,307.6,1.6200000000000003
2014-10-24,236.0,8.7
2014-10-25,159.2,2.2
2014-10-26,276.2,4.0
2014-10-27,298.6,5.82
2014-10-28,60.0,4.4399999999999995
2014-10-29,240.8,2.36
2014-10-30,249.6,13.9
2014-10-31,274.8,5.46
2014-11-01,238.6,6.42
2014-11-02,316.4,1.7599999999999998
2014-11-03,125.0,5.88
2014-11-04,307.8,2.9
2014-11-05,121.4,1.34
2014-11-06,324.6,4.5
2014-11-07,213.0,4.42
2014-11-08,208.6,3.38
2014-11-09,199.2,1.02
2014-11-10,228.0,2.32
2014-11-11,272.8,4.82
2014-11-12,264.0,10.0
2014-11-13,256.4,9.680000000000001
2014-11-14,240.8,11.580000000000002
2014-11-15,269.2,9.46
2014-11-16,245.0,9.379999999999999
2014-11-17,29.6,4.220000000000001
2014-11-18,253.2,7.960000000000001
2014-11-19,293.8,4.42
2014-11-20,229.8,9.479999999999999
2014-11-21,244.8,5.9799999999999995
2014-11-22,290.6,4.76
2014-11-23,227.6,5.2
2014-11-24,152.6,0.8400000000000001
2014-11-25,249.6,3.6599999999999993
2014-11-26,291.4,5.4
2014-11-27,235.0,4.760000000000001
2014-11-28,292.0,4.08
2014-11-29,239.0,8.239999999999998
2014-11-30,262.8,7.06
2014-12-01,235.6,7.94
2014-12-02,136.4,2.2199999999999998
2014-12-03,207.0,3.3600000000000003
2014-12-04,252.0,6.34
2014-12-05,255.6,5.6
2014-12-06,194.4,2.2
2014-12-07,250.4,5.299999999999999
2014-12-08,221.6,4.499999999999999
2014-12-09,85.0,3.3
2014-12-10,317.4,3.7399999999999998
2014-12-11,293.0,3.44
2014-12-12,271.8,3.0599999999999996
2014-12-13,120.0,1.06
2014-12-14,91.2,3.8
2014-12-15,130.4,4.36
2014-12-16,80.4,4.0200000000000005
2014-12-17,63.0,9.08
2014-12-18,313.0,2.98
2014-12-19,208.6,1.12
2014-12-20,54.8,3.9400000000000004
2014-12-21,280.8,2.54
2014-12-22,211.2,3.3800000000000003
2014-12-23,161.2,1.4999999999999998
2014-12-24,50.0,4.76
2014-12-25,72.6,2.04
2014-12-26,87.8,2.1799999999999997
2014-12-27,65.0,3.06
2014-12-28,58.2,2.0
2014-12-29,67.4,1.42
2014-12-30,65.4,3.22
2014-12-31,33.8,6.0600000000000005
2015-01-01,208.6,4.840000000000001
2015-01-02,127.2,1.06
2015-01-03,172.0,2.34
2015-01-04,132.8,0.8800000000000001
2015-01-05,167.4,1.4600000000000002
2015-01-06,127.6,0.9400000000000001
2015-01-07,276.0,2.44
2015-01-08,160.2,1.6200000000000003
2015-01-09,31.0,3.54
2015-01-10,226.2,2.96
2015-01-11,216.6,4.0200000000000005
2015-01-12,211.0,5.24
2015-01-13,199.6,4.08
2015-01-14,147.2,2.06
2015-01-15,163.6,1.16
2015-01-16,54.8,1.7
2015-01-17,217.2,2.0599999999999996
2015-01-18,212.6,3.04
2015-01-19,253.6,2.1
2015-01-20,256.8,1.2
2015-01-21,177.8,2.18
2015-01-22,118.6,2.5
2015-01-23,76.4,2.2600000000000002
2015-01-24,291.4,1.7600000000000002
2015-01-25,61.0,1.36
2015-01-26,87.0,2.2600000000000002
2015-01-27,96.2,1.1
2015-01-28,146.6,1.8
2015-01-29,129.2,3.8600000000000003
2015-01-30,80.4,2.7
2015-01-31,158.8,2.1399999999999997
2015-02-01,32.0,3.7600000000000002
2015-02-02,151.4,2.4799999999999995
2015-02-03,270.4,4.32
2015-02-04,168.2,1.08
2015-02-05,214.6,5.14
2015-02-06,251.4,12.059999999999999
2015-02-07,204.6,5.959999999999999
2015-02-08,208.8,2.42
2015-02-09,311.0,2.2
2015-02-10,187.6,2.92
2015-02-11,122.4,2.6000000000000005
2015-02-12,115.2,2.7800000000000002
2015-02-13,198.6,1.22
2015-02-14,116.6,1.4
2015-02-15,95.4,1.64
2015-02-16,100.6,1.2
2015-02-17,264.4,1.4200000000000002
2015-02-18,251.8,1.1600000000000001
2015-02-19,153.4,1.4600000000000002
2015-02-20,149.8,1.0399999999999998
2015-02-21,209.0,1.18
2015-02-22,232.8,1.6600000000000001
2015-02-23,96.8,1.52
2015-02-24,123.6,2.1800000000000006
2015-02-25,131.2,0.86
2015-02-26,165.6,0.8600000000000001
2015-02-27,130.2,0.9
2015-02-28,125.8,0.9400000000000001
2015-03-01,95.0,0.82
2015-03-02,25.4,2.92
2015-03-03,80.2,1.9600000000000002
2015-03-04,117.2,1.3199999999999998
2015-03-05,140.6,0.9399999999999998
2015-03-06,20.0,5.540000000000001
2015-03-07,279.0,1.6
2015-03-08,258.4,7.9799999999999995
2015-03-09,99.6,1.2400000000000002
2015-03-10,135.8,1.1199999999999999
2015-03-11,152.2,1.22
2015-03-12,115.6,1.6
2015-03-13,99.4,2.12
2015-03-14,107.6,0.8800000000000001
2015-03-15,103.2,2.3
2015-03-16,171.8,5.4399999999999995
2015-03-17,203.0,3.02
2015-03-18,143.6,1.7399999999999998
2015-03-19,105.8,1.3599999999999999
2015-03-20,157.2,1.14
2015-03-21,83.8,2.38
2015-03-22,71.8,1.9599999999999997
2015-03-23,67.4,1.9799999999999998
2015-03-24,98.4,2.6799999999999997
2015-03-25,73.0,0.74
2015-03-26,89.0,1.72
2015-03-27,141.8,1.06
2015-03-28,49.8,2.54
2015-03-29,256.6,2.72
2015-03-30,255.6,7.0
2015-03-31,215.4,3.9599999999999995
2015-04-01,105.2,0.4600000000000001
2015-04-02,173.0,0.58
2015-04-03,161.0,0.6599999999999999
2015-04-04,149.6,1.02
2015-04-05,272.4,2.2600000000000002
2015-04-06,148.6,1.46
2015-04-07,25.8,2.68
2015-04-08,158.8,1.7399999999999998
2015-04-09,269.4,2.44
2015-04-10,86.0,2.0
2015-04-11,226.2,8.080000000000002
2015-04-12,252.8,4.540000000000001
2015-04-13,213.2,3.84
2015-04-14,231.8,9.719999999999999
2015-04-15,206.2,4.62
2015-04-16,126.0,1.14
2015-04-17,210.8,1.0999999999999999
2015-04-18,12.2,3.3600000000000003
2015-04-19,150.4,1.48
2015-04-20,150.8,0.7200000000000001
2015-04-21,150.2,0.8800000000000001
2015-04-22,105.2,0.64
2015-04-23,73.0,0.86
2015-04-24,124.0,1.0
2015-04-25,101.4,1.52
2015-04-26,51.0,3.3400000000000007
2015-04-27,28.4,8.66
2015-04-28,271.0,6.62
2015-04-29,266.6,6.26
2015-04-30,239.0,14.180000000000001
2015-05-01,143.8,0.6599999999999999
2015-05-02,263.6,1.3800000000000001
2015-05-03,268.6,1.3399999999999999
2015-05-04,165.8,0.9400000000000001
2015-05-05,66.6,1.6600000000000001
2015-05-06,50.8,2.62
2015-05-07,19.4,3.94
2015-05-08,328.2,2.7
2015-05-09,129.4,0.7
2015-05-10,224.0,2.54
2015-05-11,285.0,1.3
2015-05-12,8.0,4.220000000000001
2015-05-13,262.6,5.5600000000000005
2015-05-14,79.6,2.9
2015-05-15,149.6,3.06
2015-05-16,174.2,1.7
2015-05-17,58.2,0.6599999999999999
2015-05-18,159.4,0.9800000000000001
2015-05-19,214.0,6.8
2015-05-20,103.2,0.54
2015-05-21,267.2,2.0799999999999996
2015-05-22,225.8,4.64
2015-05-23,110.2,1.56
2015-05-24,226.2,11.66
2015-05-25,235.4,13.820000000000002
2015-05-26,235.8,11.0
2015-05-27,216.2,2.6
2015-05-28,213.6,1.7600000000000002
2015-05-29,143.0,0.52
2015-05-30,179.4,0.48
2015-05-31,63.6,2.7199999999999998
2015-06-01,94.2,1.3
2015-06-02,31.2,6.859999999999999
2015-06-03,214.4,5.08
2015-06-04,275.8,6.4
2015-06-05,273.2,3.5200000000000005
2015-06-06,116.0,0.9199999999999999
2015-06-07,110.8,0.76
2015-06-08,163.0,0.66
2015-06-09,60.0,0.9800000000000001
2015-06-10,335.4,2.86
2015-06-11,281.6,3.84
2015-06-12,270.4,4.580000000000001
2015-06-13,234.4,11.940000000000001
2015-06-14,250.8,10.86
2015-06-15,245.6,7.5600000000000005
2015-06-16,189.2,3.38
2015-06-17,75.4,0.9800000000000001
2015-06-18,333.2,2.02
2015-06-19,34.8,3.54
2015-06-20,27.2,4.52
2015-06-21,256.8,5.7
2015-06-22,210.8,5.44
2015-06-23,139.6,1.7999999999999996
2015-06-24,81.8,0.9200000000000002
2015-06-25,129.6,1.22
2015-06-26,213.6,3.9200000000000004
2015-06-27,232.2,10.9
2015-06-28,229.2,6.1
2015-06-29,255.0,5.859999999999999
2015-06-30,240.6,5.739999999999999
2015-07-01,236.6,6.24
2015-07-02,54.4,1.2399999999999998
2015-07-03,38.6,2.6799999999999997
2015-07-04,180.4,1.3800000000000001
2015-07-05,212.4,8.540000000000001
