,Amount(Hrs)
2012-04-16,0.7285714285714285
2012-04-17,0.37142857142857144
2012-04-18,0.65
2012-04-19,0.5214285714285714
2012-04-20,0.42142857142857143
2012-04-21,0.4142857142857143
2012-04-22,0.5928571428571429
2012-04-23,0.7142857142857143
2012-04-24,0.6285714285714287
2012-04-25,0.5785714285714286
2012-04-26,0.35000000000000003
2012-04-27,0.4928571428571429
2012-04-28,0.35000000000000003
2012-04-29,0.07142857142857142
2012-04-30,0.11428571428571428
2012-05-01,0.45
2012-05-02,0.7214285714285715
2012-05-03,0.7071428571428572
2012-05-04,0.7285714285714286
2012-05-05,0.6571428571428573
2012-05-06,0.6285714285714284
2012-05-07,0.39285714285714285
2012-05-08,0.07142857142857142
2012-05-09,0.07857142857142858
2012-05-10,0.12142857142857143
2012-05-11,0.5642857142857143
2012-05-12,0.6357142857142858
2012-05-13,0.19999999999999998
2012-05-14,0.05714285714285715
2012-05-15,0.2785714285714285
2012-05-16,0.24285714285714285
2012-05-17,0.5142857142857142
2012-05-18,0.41428571428571426
2012-05-19,0.35
2012-05-20,0.5428571428571428
2012-05-21,0.25
2012-05-22,0.5454545454545454
2012-05-23,0.6285714285714287
2012-05-24,0.4428571428571429
2012-05-25,0.45000000000000007
2012-05-26,0.09285714285714286
2012-05-27,0.04285714285714286
2012-05-28,0.0
2012-05-29,0.5071428571428572
2012-05-30,0.35000000000000003
2012-05-31,0.3357142857142858
2012-06-01,0.625
2012-06-02,0.47857142857142854
2012-06-03,0.2571428571428572
2012-06-04,0.32142857142857145
2012-06-05,0.0
2012-06-06,0.10714285714285716
2012-06-07,0.31428571428571433
2012-06-08,0.40714285714285714
2012-06-09,0.35714285714285715
2012-06-10,0.049999999999999996
2012-06-11,0.4
2012-06-12,0.32142857142857145
2012-06-13,0.6642857142857144
2012-06-14,0.6357142857142858
2012-06-15,0.07857142857142858
2012-06-16,0.6
2012-06-17,0.5285714285714286
2012-06-18,0.014285714285714287
2012-06-19,0.26428571428571423
2012-06-20,0.17142857142857143
2012-06-21,0.3285714285714286
2012-06-22,0.4857142857142857
2012-06-23,0.27142857142857146
2012-06-24,0.2642857142857143
2012-06-25,0.4428571428571429
2012-06-26,0.19999999999999998
2012-06-27,0.38571428571428573
2012-06-28,0.4214285714285714
2012-06-29,0.32142857142857145
2012-06-30,0.2928571428571428
2012-07-01,0.42857142857142855
2012-07-02,0.14285714285714285
2012-07-03,0.1285714285714286
2012-07-04,0.37857142857142856
2012-07-05,0.014285714285714287
2012-07-06,0.5285714285714286
2012-07-07,0.6428571428571429
2012-07-08,0.6785714285714286
2012-07-09,0.6571428571428571
2012-07-10,0.6642857142857143
2012-07-11,0.34285714285714286
2012-07-12,0.0642857142857143
2012-07-13,0.22857142857142856
2012-07-14,0.13571428571428573
2012-07-15,0.0
2012-07-16,0.0071428571428571435
2012-07-17,0.5785714285714285
2012-07-18,0.6642857142857143
2012-07-19,0.3785714285714285
2012-07-20,0.5142857142857142
2012-07-21,0.12857142857142856
2012-07-22,0.0
2012-07-23,0.049999999999999996
2012-07-24,0.0071428571428571435
2012-07-25,0.1285714285714286
2012-07-26,0.6285714285714287
2012-07-27,0.6214285714285713
2012-07-28,0.5214285714285715
2012-07-29,0.0071428571428571435
2012-07-30,0.1857142857142857
2012-07-31,0.13571428571428573
2012-08-01,0.3071428571428571
2012-08-02,0.12142857142857143
2012-08-03,0.33571428571428574
2012-08-04,0.47857142857142854
2012-08-05,0.29285714285714287
2012-08-06,0.6428571428571429
2012-08-07,0.32857142857142857
2012-08-08,0.10714285714285714
2012-08-09,0.4285714285714285
2012-08-10,0.5785714285714285
2012-08-11,0.32857142857142857
2012-08-12,0.2642857142857143
2012-08-13,0.6142857142857142
2012-08-14,0.43571428571428567
2012-08-15,0.2285714285714286
2012-08-16,0.4428571428571428
2012-08-17,0.37857142857142867
2012-08-18,0.692857142857143
2012-08-19,0.05714285714285715
2012-08-20,0.25
2012-08-21,0.3857142857142857
2012-08-22,0.7357142857142857
2012-08-23,0.42142857142857143
2012-08-24,0.6357142857142856
2012-08-25,0.4571428571428572
2012-08-26,0.5642857142857143
2012-08-27,0.35000000000000003
2012-08-28,0.5071428571428572
2012-08-29,0.5857142857142856
2012-08-30,0.03571428571428571
2012-08-31,0.4571428571428572
2012-09-01,0.39285714285714274
2012-09-02,0.33571428571428574
2012-09-03,0.021428571428571432
2012-09-04,0.42857142857142855
2012-09-05,0.35714285714285715
2012-09-06,0.32857142857142857
2012-09-07,0.2857142857142857
2012-09-08,0.18571428571428572
2012-09-09,0.35714285714285715
2012-09-10,0.5571428571428572
2012-09-11,0.5071428571428571
2012-09-12,0.7928571428571428
2012-09-13,0.7857142857142857
2012-09-14,0.5214285714285715
2012-09-15,0.15
2012-09-16,0.2214285714285714
2012-09-17,0.5142857142857143
2012-09-18,0.6642857142857144
2012-09-19,0.2642857142857143
2012-09-20,0.4071428571428571
2012-09-21,0.5071428571428571
2012-09-22,0.5357142857142858
2012-09-23,0.5785714285714285
2012-09-24,0.1
2012-09-25,0.5928571428571429
2012-09-26,0.37142857142857144
2012-09-27,0.04285714285714286
2012-09-28,0.0071428571428571435
2012-09-29,0.19285714285714287
2012-09-30,0.7142857142857142
2012-10-01,0.3857142857142857
2012-10-02,0.6214285714285713
2012-10-03,0.4285714285714285
2012-10-04,0.39285714285714285
2012-10-05,0.32142857142857145
2012-10-06,0.33571428571428574
2012-10-07,0.27142857142857146
2012-10-08,0.1142857142857143
2012-10-09,0.39999999999999997
2012-10-10,0.12142857142857144
2012-10-11,0.807142857142857
2012-10-12,0.7928571428571429
2012-10-13,0.2785714285714286
2012-10-14,0.4
2012-10-15,0.44285714285714295
2012-10-16,0.4846153846153846
2012-10-17,0.5214285714285714
2012-10-18,0.4285714285714285
2012-10-19,0.5785714285714286
2012-10-20,0.4499999999999999
2012-10-21,0.0
2012-10-22,0.19285714285714284
2012-10-23,0.20714285714285713
2012-10-24,0.9
2012-10-25,0.4714285714285714
2012-10-26,0.7357142857142859
2012-10-27,0.6571428571428571
2012-10-28,0.3714285714285714
2012-10-29,0.09999999999999999
2012-10-30,0.5785714285714285
2012-10-31,0.22857142857142856
2012-11-01,0.5285714285714286
2012-11-02,0.014285714285714287
2012-11-03,0.1285714285714286
2012-11-04,0.5857142857142856
2012-11-05,0.5142857142857142
2012-11-06,0.33571428571428574
2012-11-07,0.4714285714285715
2012-11-08,0.43571428571428567
2012-11-09,0.9357142857142857
2012-11-10,0.6642857142857143
2012-11-11,0.0071428571428571435
2012-11-12,0.22142857142857147
2012-11-13,0.5785714285714285
2012-11-14,0.3285714285714286
2012-11-15,0.22142857142857145
2012-11-16,0.40714285714285714
2012-11-17,0.0
2012-11-18,0.5857142857142857
2012-11-19,0.55
2012-11-20,0.7214285714285714
2012-11-21,0.5714285714285713
2012-11-22,0.5142857142857142
2012-11-23,0.7642857142857143
2012-11-24,0.4928571428571429
2012-11-25,0.35
2012-11-26,0.5428571428571429
2012-11-27,0.6285714285714287
2012-11-28,0.5214285714285715
2012-11-29,0.0071428571428571435
2012-11-30,0.4214285714285714
2012-12-01,0.8142857142857143
2012-12-02,0.0071428571428571435
2012-12-03,0.5428571428571428
2012-12-04,0.10714285714285714
2012-12-05,0.0
2012-12-06,0.1357142857142857
2012-12-07,0.4214285714285714
2012-12-08,0.8642857142857144
2012-12-09,0.9714285714285715
2012-12-10,0.8928571428571429
2012-12-11,0.0071428571428571435
2012-12-12,0.7142857142857144
2012-12-13,0.8357142857142857
2012-12-14,0.4857142857142857
2012-12-15,0.8285714285714285
2012-12-16,0.4571428571428572
2012-12-17,0.04285714285714286
2012-12-18,0.14285714285714285
2012-12-19,0.48571428571428577
2012-12-20,0.3571428571428571
2012-12-21,0.5071428571428572
2012-12-22,0.2928571428571428
2012-12-23,0.03571428571428571
2012-12-24,0.05714285714285715
2012-12-25,0.07857142857142858
2012-12-26,0.028571428571428574
2012-12-27,0.11428571428571428
2012-12-28,0.08571428571428572
2012-12-29,0.6928571428571428
2012-12-30,0.3071428571428572
2012-12-31,0.8142857142857144
2013-01-01,0.9500000000000001
2013-01-02,0.5357142857142858
2013-01-03,0.014285714285714287
2013-01-04,0.742857142857143
2013-01-05,0.9642857142857143
2013-01-06,0.3857142857142857
2013-01-07,0.4857142857142857
2013-01-08,0.5499999999999999
2013-01-09,0.8642857142857142
2013-01-10,0.4714285714285715
2013-01-11,0.6714285714285715
2013-01-12,0.6642857142857144
2013-01-13,0.37142857142857144
2013-01-14,0.014285714285714287
2013-01-15,0.16428571428571428
2013-01-16,0.31428571428571433
2013-01-17,0.32857142857142857
2013-01-18,0.5642857142857143
2013-01-19,0.7999999999999999
2013-01-20,0.5071428571428572
2013-01-21,0.6071428571428571
2013-01-22,0.7357142857142858
2013-01-23,0.6071428571428571
2013-01-24,0.6571428571428571
2013-01-25,0.5214285714285715
2013-01-26,0.55
2013-01-27,0.5285714285714286
2013-01-28,0.8642857142857144
2013-01-29,0.9428571428571428
2013-01-30,0.8428571428571429
2013-01-31,0.6928571428571428
2013-02-01,0.3642857142857143
2013-02-02,0.7071428571428572
2013-02-03,0.17142857142857146
2013-02-04,0.0071428571428571435
2013-02-05,0.5357142857142858
2013-02-06,0.9357142857142857
2013-02-07,0.6142857142857142
2013-02-08,0.7071428571428572
2013-02-09,0.9142857142857144
2013-02-10,0.8071428571428572
2013-02-11,0.8785714285714287
2013-02-12,0.8714285714285713
2013-02-13,0.25000000000000006
2013-02-14,0.8
2013-02-15,0.39285714285714285
2013-02-16,0.32857142857142857
2013-02-17,0.6928571428571428
2013-02-18,0.6571428571428571
2013-02-19,0.24999999999999997
2013-02-20,0.45
2013-02-21,0.8142857142857143
2013-02-22,0.2714285714285714
2013-02-23,0.5928571428571429
2013-02-24,0.8428571428571431
2013-02-25,0.8428571428571429
2013-02-26,0.6214285714285716
2013-02-27,0.3625
2013-02-28,0.6071428571428571
2013-03-01,0.2357142857142857
2013-03-02,0.5357142857142857
2013-03-03,0.6142857142857142
2013-03-04,0.24285714285714288
2013-03-05,0.2357142857142857
2013-03-06,0.6714285714285716
2013-03-07,0.6785714285714287
2013-03-08,0.7999999999999999
2013-03-09,0.8428571428571427
2013-03-10,0.8428571428571427
2013-03-11,0.8428571428571427
2013-03-12,0.8428571428571427
2013-03-13,0.8428571428571427
2013-03-14,0.6714285714285715
2013-03-15,0.5857142857142856
2013-03-16,0.06428571428571428
2013-03-17,0.0
2013-03-18,0.4142857142857142
2013-03-19,0.15
2013-03-20,0.3285714285714286
2013-03-21,0.6071428571428571
2013-03-22,0.5285714285714286
2013-03-23,0.32857142857142857
2013-03-24,0.7285714285714285
2013-03-25,0.7285714285714286
2013-03-26,0.7999999999999999
2013-03-27,0.5928571428571429
2013-03-28,0.47857142857142865
2013-03-29,0.4285714285714285
2013-03-30,0.03571428571428571
2013-03-31,0.32142857142857145
2013-04-01,0.5714285714285714
2013-04-02,0.37142857142857144
2013-04-03,0.23571428571428574
2013-04-04,0.04285714285714286
2013-04-05,0.5714285714285714
2013-04-06,0.5142857142857143
2013-04-07,0.3642857142857143
2013-04-08,0.7785714285714286
2013-04-09,0.7071428571428572
2013-04-10,0.7
2013-04-11,0.5071428571428572
2013-04-12,0.6928571428571428
2013-04-13,0.6785714285714286
2013-04-14,0.31428571428571433
2013-04-15,0.0
2013-04-16,0.0071428571428571435
2013-04-17,0.1285714285714286
2013-04-18,0.3285714285714286
2013-04-19,0.0642857142857143
2013-04-20,0.3714285714285715
2013-04-21,0.2
2013-04-22,0.3857142857142857
2013-04-23,0.45714285714285713
2013-04-24,0.03571428571428571
2013-04-25,0.5857142857142856
2013-04-26,0.5142857142857143
2013-04-27,0.37857142857142856
2013-04-28,0.55
2013-04-29,0.65
2013-04-30,0.4928571428571428
2013-05-01,0.7071428571428572
2013-05-02,0.3857142857142857
2013-05-03,0.21428571428571433
2013-05-04,0.049999999999999996
2013-05-05,0.23571428571428574
2013-05-06,0.05
2013-05-07,0.7214285714285714
2013-05-08,0.1
2013-05-09,0.0
2013-05-10,0.25
2013-05-11,0.5428571428571429
2013-05-12,0.7000000000000001
2013-05-13,0.6928571428571428
2013-05-14,0.24285714285714285
2013-05-15,0.19999999999999998
2013-05-16,0.5428571428571429
2013-05-17,0.0
2013-05-18,0.2928571428571428
2013-05-19,0.35714285714285715
2013-05-20,0.3857142857142857
2013-05-21,0.34285714285714286
2013-05-22,0.0642857142857143
2013-05-23,0.19999999999999998
2013-05-24,0.5928571428571429
2013-05-25,0.0
2013-05-26,0.4285714285714285
2013-05-27,0.3785714285714285
2013-05-28,0.021428571428571432
2013-05-29,0.5785714285714286
2013-05-30,0.39285714285714285
2013-05-31,0.03571428571428571
2013-06-01,0.1357142857142857
2013-06-02,0.46428571428571425
2013-06-03,0.10714285714285714
2013-06-04,0.0071428571428571435
2013-06-05,0.14285714285714285
2013-06-06,0.6500000000000001
2013-06-07,0.049999999999999996
2013-06-08,0.5714285714285714
2013-06-09,0.10714285714285714
2013-06-10,0.5357142857142857
2013-06-11,0.2571428571428572
2013-06-12,0.27142857142857146
2013-06-13,0.35000000000000003
2013-06-14,0.05714285714285715
2013-06-15,0.0071428571428571435
2013-06-16,0.0
2013-06-17,0.12142857142857143
2013-06-18,0.32857142857142857
2013-06-19,0.05714285714285715
2013-06-20,0.17857142857142858
2013-06-21,0.5285714285714286
2013-06-22,0.3714285714285715
2013-06-23,0.15
2013-06-24,0.4571428571428572
2013-06-25,0.27142857142857146
2013-06-26,0.15714285714285717
2013-06-27,0.0
2013-06-28,0.4499999999999999
2013-06-29,0.6142857142857142
2013-06-30,0.4071428571428571
2013-07-01,0.6
2013-07-02,0.37142857142857144
2013-07-03,0.0
2013-07-04,0.47857142857142854
2013-07-05,0.021428571428571432
2013-07-06,0.2857142857142857
2013-07-07,0.6285714285714287
2013-07-08,0.4571428571428572
2013-07-09,0.45
2013-07-10,0.22142857142857145
2013-07-11,0.2
2013-07-12,0.2928571428571428
2013-07-13,0.5857142857142856
2013-07-14,0.21428571428571425
2013-07-15,0.6214285714285713
2013-07-16,0.6785714285714286
2013-07-17,0.0071428571428571435
2013-07-18,0.0
2013-07-19,0.04285714285714286
2013-07-20,0.3714285714285714
2013-07-21,0.36428571428571427
2013-07-22,0.20714285714285713
2013-07-23,0.21428571428571427
2013-07-24,0.014285714285714287
2013-07-25,0.55
2013-07-26,0.32142857142857145
2013-07-27,0.20714285714285713
2013-07-28,0.3785714285714286
2013-07-29,0.55
2013-07-30,0.34285714285714286
2013-07-31,0.36428571428571427
2013-08-01,0.0071428571428571435
2013-08-02,0.0
2013-08-03,0.2928571428571428
2013-08-04,0.13571428571428573
2013-08-05,0.5142857142857143
2013-08-06,0.6642857142857144
2013-08-07,0.5714285714285714
2013-08-08,0.6857142857142857
2013-08-09,0.7000000000000001
2013-08-10,0.0
2013-08-11,0.22142857142857145
2013-08-12,0.2642857142857143
2013-08-13,0.37857142857142856
2013-08-14,0.4428571428571428
2013-08-15,0.038461538461538464
2013-08-16,0.014285714285714287
2013-08-17,0.21428571428571427
2013-08-18,0.5642857142857143
2013-08-19,0.0
2013-08-20,0.1642857142857143
2013-08-21,0.0
2013-08-22,0.6571428571428571
2013-08-23,0.35000000000000003
2013-08-24,0.3857142857142856
2013-08-25,0.12142857142857141
2013-08-26,0.22142857142857145
2013-08-27,0.4
2013-08-28,0.35714285714285715
2013-08-29,0.17857142857142858
2013-08-30,0.2785714285714286
2013-08-31,0.6714285714285715
2013-09-01,0.5071428571428572
2013-09-02,0.7571428571428572
2013-09-03,0.7785714285714286
2013-09-04,0.14999999999999997
2013-09-05,0.38571428571428573
2013-09-06,0.7285714285714285
2013-09-07,0.32857142857142857
2013-09-08,0.32142857142857145
2013-09-09,0.6214285714285716
2013-09-10,0.4
2013-09-11,0.12142857142857143
2013-09-12,0.0
2013-09-13,0.5071428571428571
2013-09-14,0.3428571428571428
2013-09-15,0.45000000000000007
2013-09-16,0.39999999999999997
2013-09-17,0.2714285714285714
2013-09-18,0.7214285714285714
2013-09-19,0.07857142857142858
2013-09-20,0.24285714285714285
2013-09-21,0.06428571428571428
2013-09-22,0.6
2013-09-23,0.43571428571428567
2013-09-24,0.0
2013-09-25,0.02142857142857143
2013-09-26,0.3071428571428571
2013-09-27,0.2571428571428572
2013-09-28,0.5428571428571428
2013-09-29,0.17142857142857143
2013-09-30,0.36428571428571427
2013-10-01,0.4642857142857143
2013-10-02,0.8357142857142856
2013-10-03,0.7000000000000001
2013-10-04,0.03571428571428571
2013-10-05,0.37857142857142856
2013-10-06,0.6285714285714287
2013-10-07,0.6571428571428573
2013-10-08,0.3071428571428571
2013-10-09,0.4857142857142857
2013-10-10,0.6785714285714286
2013-10-11,0.0
2013-10-12,0.4357142857142858
2013-10-13,0.692857142857143
2013-10-14,0.028571428571428574
2013-10-15,0.24285714285714288
2013-10-16,0.6285714285714287
2013-10-17,0.7857142857142858
2013-10-18,0.8428571428571429
2013-10-19,0.692857142857143
2013-10-20,0.8
2013-10-21,0.35714285714285715
2013-10-22,0.7857142857142856
2013-10-23,0.042857142857142864
2013-10-24,0.3857142857142857
2013-10-25,0.3071428571428571
2013-10-26,0.8785714285714287
2013-10-27,0.5
2013-10-28,0.7357142857142858
2013-10-29,0.5285714285714286
2013-10-30,0.49999999999999994
2013-10-31,0.25
2013-11-01,0.41428571428571426
2013-11-02,0.7071428571428573
2013-11-03,0.45000000000000007
2013-11-04,0.8357142857142857
2013-11-05,0.14999999999999997
2013-11-06,0.45
2013-11-07,0.03571428571428571
2013-11-08,0.2571428571428572
2013-11-09,0.07142857142857142
2013-11-10,0.042857142857142864
2013-11-11,0.021428571428571432
2013-11-12,0.1142857142857143
2013-11-13,0.8714285714285716
2013-11-14,0.8928571428571429
2013-11-15,0.95
2013-11-16,0.7857142857142858
2013-11-17,0.2642857142857143
2013-11-18,0.9428571428571428
2013-11-19,0.2714285714285714
2013-11-20,0.5428571428571428
2013-11-21,0.5642857142857143
2013-11-22,0.8785714285714287
2013-11-23,0.8642857142857144
2013-11-24,0.7642857142857142
2013-11-25,0.55
2013-11-26,0.42142857142857143
2013-11-27,0.19285714285714284
2013-11-28,0.4428571428571429
2013-11-29,0.7999999999999999
2013-11-30,0.2928571428571428
2013-12-01,0.45
2013-12-02,0.6857142857142856
2013-12-03,0.0071428571428571435
2013-12-04,0.0
2013-12-05,0.15
2013-12-06,0.2846153846153846
2013-12-07,0.45714285714285713
2013-12-08,0.8
2013-12-09,0.5785714285714285
2013-12-10,0.27142857142857146
2013-12-11,0.021428571428571432
2013-12-12,0.9714285714285714
2013-12-13,0.7142857142857143
2013-12-14,0.9500000000000001
2013-12-15,0.9142857142857143
2013-12-16,0.9642857142857143
2013-12-17,0.8785714285714284
2013-12-18,0.42857142857142855
2013-12-19,0.6500000000000001
2013-12-20,0.9357142857142857
2013-12-21,0.5428571428571428
2013-12-22,0.7071428571428572
2013-12-23,0.8857142857142858
2013-12-24,0.31428571428571433
2013-12-25,0.14285714285714285
2013-12-26,0.6285714285714287
2013-12-27,0.7214285714285714
2013-12-28,0.04285714285714286
2013-12-29,0.33571428571428574
2013-12-30,0.45000000000000007
2013-12-31,0.8785714285714287
2014-01-01,0.45714285714285713
2014-01-02,0.9285714285714286
2014-01-03,0.39999999999999997
2014-01-04,0.3785714285714285
2014-01-05,0.1357142857142857
2014-01-06,0.9000000000000001
2014-01-07,0.7714285714285715
2014-01-08,0.6142857142857144
2014-01-09,0.4714285714285715
2014-01-10,0.9071428571428574
2014-01-11,0.07857142857142858
2014-01-12,0.14285714285714285
2014-01-13,0.6071428571428571
2014-01-14,0.4357142857142858
2014-01-15,0.8571428571428571
2014-01-16,0.05714285714285714
2014-01-17,0.5214285714285715
2014-01-18,0.8071428571428572
2014-01-19,0.7714285714285714
2014-01-20,0.014285714285714287
2014-01-21,0.05714285714285714
2014-01-22,0.35714285714285715
2014-01-23,0.6285714285714287
2014-01-24,0.8428571428571431
2014-01-25,0.9214285714285715
2014-01-26,0.0
2014-01-27,0.8214285714285715
2014-01-28,0.9285714285714286
2014-01-29,0.9428571428571428
2014-01-30,0.5
2014-01-31,0.7285714285714285
2014-02-01,0.8928571428571429
2014-02-02,0.8214285714285714
2014-02-03,0.7
2014-02-04,0.25
2014-02-05,0.2571428571428572
2014-02-06,0.2642857142857143
2014-02-07,0.05714285714285715
2014-02-08,0.6571428571428571
2014-02-09,0.7428571428571429
2014-02-10,0.8785714285714287
2014-02-11,0.23571428571428574
2014-02-12,0.5285714285714286
2014-02-13,0.4357142857142858
2014-02-14,0.4
2014-02-15,0.85
2014-02-16,0.9
2014-02-17,0.8357142857142857
2014-02-18,0.8357142857142857
2014-02-19,0.0071428571428571435
2014-02-20,0.1142857142857143
2014-02-21,0.8
2014-02-22,0.09285714285714286
2014-02-23,0.5714285714285715
2014-02-24,0.8285714285714285
2014-02-25,0.35
2014-02-26,0.4071428571428572
2014-02-27,0.6214285714285713
2014-02-28,0.7285714285714286
2014-03-01,0.5714285714285714
2014-03-02,0.41428571428571426
2014-03-03,0.37142857142857144
2014-03-04,0.6571428571428573
2014-03-05,0.5214285714285715
2014-03-06,0.8428571428571427
2014-03-07,0.8214285714285714
2014-03-08,0.7857142857142857
2014-03-09,0.46428571428571436
2014-03-10,0.4428571428571427
2014-03-11,0.7071428571428572
2014-03-12,0.20714285714285713
2014-03-13,0.6785714285714286
2014-03-14,0.06428571428571428
2014-03-15,0.04285714285714286
2014-03-16,0.09999999999999999
2014-03-17,0.8142857142857143
2014-03-18,0.5857142857142856
2014-03-19,0.7142857142857143
2014-03-20,0.6357142857142858
2014-03-21,0.3571428571428571
2014-03-22,0.7928571428571429
2014-03-23,0.5071428571428571
2014-03-24,0.5214285714285715
2014-03-25,0.6071428571428571
2014-03-26,0.6071428571428571
2014-03-27,0.5857142857142856
2014-03-28,0.6857142857142857
2014-03-29,0.5428571428571429
2014-03-30,0.6142857142857142
2014-03-31,0.7571428571428571
2014-04-01,0.6428571428571429
2014-04-02,0.3
2014-04-03,0.25
2014-04-04,0.7785714285714286
2014-04-05,0.7285714285714286
2014-04-06,0.7785714285714286
2014-04-07,0.7214285714285714
2014-04-08,0.32142857142857145
2014-04-09,0.3642857142857143
2014-04-10,0.17857142857142858
2014-04-11,0.29999999999999993
2014-04-12,0.7428571428571429
2014-04-13,0.5571428571428572
2014-04-14,0.2857142857142857
2014-04-15,0.19285714285714287
2014-04-16,0.09999999999999999
2014-04-17,0.2714285714285714
2014-04-18,0.55
2014-04-19,0.31428571428571433
2014-04-20,0.24285714285714285
2014-04-21,0.45
2014-04-22,0.5785714285714285
2014-04-23,0.5928571428571429
2014-04-24,0.2
2014-04-25,0.4857142857142857
2014-04-26,0.5285714285714286
2014-04-27,0.5357142857142857
2014-04-28,0.45714285714285713
2014-04-29,0.34285714285714286
2014-04-30,0.40714285714285714
2014-05-01,0.7214285714285715
2014-05-02,0.36428571428571427
2014-05-03,0.3857142857142857
2014-05-04,0.65
2014-05-05,0.0
2014-05-06,0.5785714285714285
2014-05-07,0.37857142857142856
2014-05-08,0.33571428571428574
2014-05-09,0.38571428571428573
2014-05-10,0.65
2014-05-11,0.5428571428571428
2014-05-12,0.3071428571428571
2014-05-13,0.48571428571428565
2014-05-14,0.27142857142857146
2014-05-15,0.4928571428571429
2014-05-16,0.6857142857142857
2014-05-17,0.14285714285714285
2014-05-18,0.45
2014-05-19,0.5571428571428572
2014-05-20,0.5642857142857143
2014-05-21,0.31428571428571433
2014-05-22,0.45
2014-05-23,0.2357142857142857
2014-05-24,0.18571428571428575
2014-05-25,0.3
2014-05-26,0.2642857142857143
2014-05-27,0.6857142857142857
2014-05-28,0.6857142857142857
2014-05-29,0.15
2014-05-30,0.17142857142857143
2014-05-31,0.6642857142857143
2014-06-01,0.4642857142857143
2014-06-02,0.07142857142857142
2014-06-03,0.39285714285714285
2014-06-04,0.6428571428571429
2014-06-05,0.5642857142857143
2014-06-06,0.22142857142857145
2014-06-07,0.34285714285714286
2014-06-08,0.2642857142857143
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.24999999999999997
2014-06-12,0.3285714285714286
2014-06-13,0.65
2014-06-14,0.6571428571428573
2014-06-15,0.5142857142857143
2014-06-16,0.0
2014-06-17,0.1785714285714286
2014-06-18,0.3928571428571429
2014-06-19,0.18571428571428575
2014-06-20,0.3
2014-06-21,0.39285714285714285
2014-06-22,0.3642857142857143
2014-06-23,0.2571428571428572
2014-06-24,0.4214285714285714
2014-06-25,0.0
